timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741797313264,1524,HTTP请求,201,,Account Write Thread Group 1-169,text,true,,288,313,702,702,http://localhost:8080/api/accounts,1524,0,215
1741797313255,1533,HTTP请求,201,,Account Write Thread Group 1-13,text,true,,288,313,700,700,http://localhost:8080/api/accounts,1532,0,222
1741797313257,1536,HTTP请求,201,,Account Write Thread Group 1-91,text,true,,288,313,699,699,http://localhost:8080/api/accounts,1535,0,222
1741797313262,1535,HTTP请求,201,,Account Write Thread Group 1-148,text,true,,288,313,699,699,http://localhost:8080/api/accounts,1535,0,218
1741797313263,1532,HTTP请求,201,,Account Write Thread Group 1-105,text,true,,288,313,699,699,http://localhost:8080/api/accounts,1532,0,216
1741797313264,1529,HTTP请求,201,,Account Write Thread Group 1-76,text,true,,286,313,699,699,http://localhost:8080/api/accounts,1528,0,216
1741797313273,1526,HTTP请求,201,,Account Write Thread Group 1-194,text,true,,288,313,695,695,http://localhost:8080/api/accounts,1526,0,207
1741797313265,1535,HTTP请求,201,,Account Write Thread Group 1-95,text,true,,288,313,695,695,http://localhost:8080/api/accounts,1535,0,214
1741797313258,1541,HTTP请求,201,,Account Write Thread Group 1-12,text,true,,288,313,695,695,http://localhost:8080/api/accounts,1541,0,221
1741797313262,1540,HTTP请求,201,,Account Write Thread Group 1-147,text,true,,288,313,693,693,http://localhost:8080/api/accounts,1540,0,221
1741797313255,1548,HTTP请求,201,,Account Write Thread Group 1-58,text,true,,288,313,691,691,http://localhost:8080/api/accounts,1547,0,224
1741797313265,1540,HTTP请求,201,,Account Write Thread Group 1-168,text,true,,288,313,691,691,http://localhost:8080/api/accounts,1540,0,220
1741797313265,1540,HTTP请求,201,,Account Write Thread Group 1-161,text,true,,288,313,691,691,http://localhost:8080/api/accounts,1540,0,214
1741797313481,1324,HTTP请求,201,,Account Write Thread Group 1-320,text,true,,288,313,690,690,http://localhost:8080/api/accounts,1324,0,2
1741797313303,1502,HTTP请求,201,,Account Write Thread Group 1-206,text,true,,288,313,689,689,http://localhost:8080/api/accounts,1502,0,178
1741797313258,1545,HTTP请求,201,,Account Write Thread Group 1-3,text,true,,288,313,689,689,http://localhost:8080/api/accounts,1545,0,222
1741797313481,1324,HTTP请求,201,,Account Write Thread Group 1-365,text,true,,288,313,689,689,http://localhost:8080/api/accounts,1324,0,1
1741797313481,1325,HTTP请求,201,,Account Write Thread Group 1-361,text,true,,288,313,687,687,http://localhost:8080/api/accounts,1325,0,1
1741797313258,1548,HTTP请求,201,,Account Write Thread Group 1-153,text,true,,288,313,686,686,http://localhost:8080/api/accounts,1548,0,225
1741797313482,1324,HTTP请求,201,,Account Write Thread Group 1-366,text,true,,288,313,685,685,http://localhost:8080/api/accounts,1324,0,1
1741797313258,1548,HTTP请求,201,,Account Write Thread Group 1-114,text,true,,288,313,684,684,http://localhost:8080/api/accounts,1548,0,226
1741797313258,1546,HTTP请求,201,,Account Write Thread Group 1-23,text,true,,288,313,683,683,http://localhost:8080/api/accounts,1546,0,224
1741797313262,1544,HTTP请求,201,,Account Write Thread Group 1-131,text,true,,288,313,685,685,http://localhost:8080/api/accounts,1544,0,221
1741797313257,1548,HTTP请求,201,,Account Write Thread Group 1-67,text,true,,288,313,680,680,http://localhost:8080/api/accounts,1548,0,227
1741797313263,1544,HTTP请求,201,,Account Write Thread Group 1-182,text,true,,288,313,677,677,http://localhost:8080/api/accounts,1544,0,223
1741797313372,1437,HTTP请求,201,,Account Write Thread Group 1-286,text,true,,288,313,676,676,http://localhost:8080/api/accounts,1437,0,115
1741797313259,1548,HTTP请求,201,,Account Write Thread Group 1-69,text,true,,288,313,676,676,http://localhost:8080/api/accounts,1548,0,225
